Reporting Week,Sail Year,Sail Month,F Pol Dep Time Id,L Pod Arr Time Id,Primary Svvd Close Date,Cgo Trade Cde,Cgo Trade Lane Cde,Shipment DIR,BPM Sales Region,BPM Sales Ofce Cde,BPM Local Region,Orig Ofce Cde,Primary Svvd Id,F Base Pol Svvd,L Base Pod Svvd,F Pol Svvd,L Pod Svvd,Trckg Grp Ref Cde,Bl Ref Cde,Sc Num,AGMT NUM,Agreement Creator,Agreement Approver,TEU,Freight Revenue,Orig City Nme,Orig State,Orig Country Nme,Dest City Nme,Dest State,Dest Country Nme,F Pol Nme,L Pod Nme,F Base Pol Nme,L Base Pod Nme,Cntr Type,Cgo Nature Cde,Sales Rep Code,Sales Name,SCTD IND,Freight  Revenue Type,Shipper Cde,Shipper Nme,Consign Cde,Consign Nme,Forward Cde,Forward Name,Ctrct Ctrl Pty Cde,Ctrct Ctrl Pty Name,BOUND,Contrib1,Contrib2,Contrib3,Net Freight,Cust ID,Cust Main Name,SOC IND,Intra river Ind,Trade Division,Booking Party Code,Booking Party Name,Dest Region,Booking Office,Account Scale,BCO_NVO,Industry,FOB IND,CNTR TYPE GRP,Region GRP Main Nme,GBL Grp Main Nme,BPM Sales Country,F_POL_DEP_TIME_ID,INLAND_CGO_ID,SC_COMMODITY_GROUP,C3 Adjustment,Dest Office,Commodity Group,品名,Primary SVVD Season Type
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.DLC,DLC,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5131381430,5131381430,,DLC14759061v1,qiji,qinsj,1,720.56,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,20GP,GC,GD6,He Xinyu,0,>0% and <=5%,7120635000,Dalian Yihe Logistics Company Limited,7007959000,Nikkou Kaiun Company Limited,6778985000,Rich Shipping ( Shenzhen) Company Limited Dalian Branch,7120635000,Dalian Yihe Logistics Company Limited,OB,506.96,473.5,450.74,720.56,7120635,Dalian Yihe Logistics Company Limited,0,0,PAN-JPN,6778985000,Rich Shipping ( Shenzhen) Company Limited Dalian Branch,B.Japan,DLC,,,,0,GP_Group,,,China,20170101,0,,504.87,TYO,CML,化工类,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.DLC,DLC,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5131381670,5131381670,,DLC21471008v1,qiji,lisiyi,2,1603.09,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,40RQ,RF,GD6,He Xinyu,0,>-5% and <=0%,7600864000,Dalian Besta Logistics Company Limited,1056472000,Goyo Koun Company Limited,,,7600864000,Dalian Besta Logistics Company Limited,OB,1028.53,877.53,660.23,1603.09,7600864,Dalian Besta Logistics Company Limited,0,0,PAN-JPN,7600864000,Dalian Besta Logistics Company Limited,B.Japan,DLC,,,,0,RF_Group,,,China,20170101,0,,829.03,TYO,ROS,冷箱货（其他）,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.DLC,DLC,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5131381760,5131381760,,DLC02927015v1,qiji,qinsj,1,740.56,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,20GP,GC,S39,Shen Yaohe,0,>0% and <=5%,6333685000,Dashiqiao Baoding Refractory Company Limited,6333691000,Shinagawa Refractories Company Limited,6778985000,Rich Shipping ( Shenzhen) Company Limited Dalian Branch,6333685000,Dashiqiao Baoding Refractory Company Limited,OB,526.22,492.76,470,740.56,6333685,Dashiqiao Baoding Refractory Company Limited,0,0,PAN-JPN,6778985000,Rich Shipping ( Shenzhen) Company Limited Dalian Branch,B.Japan,DLC,,,,0,GP_Group,,,China,20170101,0,,524.13,TYO,CPS,陶瓷制品,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.DLC,DLC,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5131389500,5131389500,,DLC15225013v1,qiji,qinsj,1,710.56,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,20GP,GC,GD6,He Xinyu,0,>0% and <=5%,7099907000,Shanghai First International Logistics Company Limited Dalian Branch,6328734000,Eishou Freight Shipping Company Limited.,7099907000,Shanghai First International Logistics Company Limited Dalian Branch,7099907000,Shanghai First International Logistics Company Limited Dalian Branch,OB,497.33,463.87,441.1,710.56,7099907,Shanghai First International Logistics Company Limited Dalian Branch,0,0,PAN-JPN,7099907000,Shanghai First International Logistics Company Limited Dalian Branch,B.Japan,DLC,,,,0,GP_Group,,,China,20170101,0,,500.27,TYO,OTH,其他,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.DLC,DLC,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5135333950,5135333950,,DLC11604008v4,fangjie,qinsj,2,1112.17,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,40HQ,GC,S30,Fang Jie,0,>5% and <=10%,6365854000,Tianjin Alps Teda Logistics Company Limited Dalian Branch,6391779001,Alps Logistics Company Limited,,,6365854000,Tianjin Alps Teda Logistics Company Limited Dalian Branch,OB,813.65,772.07,741.75,1112.17,6365854,Tianjin Alps Teda Logistics Company Limited Dalian Branch,0,0,PAN-JPN,1220528000,Cosfredl Development Zone Branch,B.Japan,DLC,,NVO,,0,GP_Group,ALPS,ALPS,China,20170101,0,,741.89,TYO,GMT,"服装, 纺织品",SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.DLC,SHY,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5131381020,5131381020,,DLC17028032v1,,,1,677.22,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,20GP,GC,EH1,Wang Minghui,0,>-5% and <=0%,6837547000,Dalian D.S. Foods Company Limited,6073275000,Kobe Bussan Company Limited,6778985000,Rich Shipping ( Shenzhen) Company Limited Dalian Branch,6073275000,Kobe Bussan Company Limited,OB,465.22,431.75,408.99,677.22,7171602,Kobe Bussan Company Limited,0,0,PAN-JPN,6778985000,Rich Shipping ( Shenzhen) Company Limited Dalian Branch,B.Japan,DLC,,BCO,Furniture & Department Stores,0,GP_Group,,,China,20170101,0,,463.12,TYO,FOD,食品,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.DLC,YNJ,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5103374100,5103374100,,DLC04379507v1,qiji,qinsj,1,770.56,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,20GP,GC,HA0,Xia Jiangyong,0,>5% and <=10%,6348366000,Yanji Shoei Foods Company Limited,1039709000,Shoei Foods Corporation,6348366000,Yanji Shoei Foods Company Limited,6348366000,Yanji Shoei Foods Company Limited,OB,555.12,521.65,498.89,770.56,6348366,Yanji Shoei Foods Company Limited,0,0,PAN-JPN,6259528000,Cosco Dalian International Freight Company Limited Yanji Branch,B.Japan,YNJ,,BCO,Farm Produce,0,GP_Group,,,China,20170101,0,,618.09,TYO,AGR,农产品,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.EBR,EBI,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5880724510,5880724510,,EBI00014296v4,caowq,caowq,6,2596.71,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,40GP,GC,,,0,>-5% and <=0%,7058180000,Shanghai Guangrong International Transport Company Limited,7224034000,Seiko Trading Company Limited,7058180000,Shanghai Guangrong International Transport Company Limited,7326103000,EPANASIA,OB,1696.32,1307.82,1193.49,2596.71,7326103,EPANASIA,0,0,PAN-JPN,7058180000,Shanghai Guangrong International Transport Company Limited,B.Japan,EBI,,OTHER,E-business,0,GP_Group,,,E-Business,20170101,0,,1122.11,TYO,EGD,电子产品,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.EBR,EBI,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5880724510,5880724510,,EBI00014296v4,caowq,caowq,2,865.56,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,40GP,GC,,,0,>-5% and <=0%,7058180000,Shanghai Guangrong International Transport Company Limited,7224034000,Seiko Trading Company Limited,7058180000,Shanghai Guangrong International Transport Company Limited,7326103000,EPANASIA,OB,565.43,435.93,397.82,865.56,7326103,EPANASIA,0,0,PAN-JPN,7058180000,Shanghai Guangrong International Transport Company Limited,B.Japan,EBI,,OTHER,E-business,0,GP_Group,,,E-Business,20170101,0,,374.03,TYO,IET,工业机械,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQR,HQR,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5135821520,5135821520,,SHA47328431v1,,,1,644.13,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,20GP,GC,PC0,Yang Xian (PANASIA),0,>5% and <=10%,7459389000,Cixi Cisui Knitting Garment Company Limited,6400622000,Shinko Technica Company Limited,6423411000,Shanghai Youki International Forwarding Company Limited,6423411000,Shanghai Youki International Forwarding Company Limited,OB,423.91,302.82,263.56,644.1,6423411,Shanghai Youki International Forwarding Company Limited,0,0,PAN-JPN,6065594000,Cosco Jiangsu International Freight Company Limited Taicang Branch,B.Japan,TAG,,KEY N,,0,GP_Group,,,Head Quarter,20170101,0,,285.03,TYO,FHG,鞋帽,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQR,HQR,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5135821540,5135821540,,SHA47328431v1,,,1,644.13,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,20GP,GC,PC0,Yang Xian (PANASIA),0,>5% and <=10%,6423411000,Shanghai Youki International Forwarding Company Limited,1060749000,"Japan Port Service Co.,Ltd.",6423411000,Shanghai Youki International Forwarding Company Limited,6423411000,Shanghai Youki International Forwarding Company Limited,OB,423.91,302.82,263.56,644.1,6423411,Shanghai Youki International Forwarding Company Limited,0,0,PAN-JPN,6065594000,Cosco Jiangsu International Freight Company Limited Taicang Branch,B.Japan,TAG,,KEY N,,0,GP_Group,,,Head Quarter,20170101,0,,285.03,TYO,CBS,箱包,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQR,HQR,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5135821550,5135821550,,SHA47328431v1,,,2,956.86,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,40HQ,GC,PC0,Yang Xian (PANASIA),0,>10% and <=15%,6423411000,Shanghai Youki International Forwarding Company Limited,1060749000,"Japan Port Service Co.,Ltd.",6423411000,Shanghai Youki International Forwarding Company Limited,6423411000,Shanghai Youki International Forwarding Company Limited,OB,662.01,553.22,517.25,956.81,6423411,Shanghai Youki International Forwarding Company Limited,0,0,PAN-JPN,6065594000,Cosco Jiangsu International Freight Company Limited Taicang Branch,B.Japan,TAG,,KEY N,,0,GP_Group,,,Head Quarter,20170101,0,,550.4,TYO,GMT,"服装, 纺织品",SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQR,HQR,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5135821560,5135821560,,SHA47328431v1,,,2,956.86,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,40GP,GC,PC0,Yang Xian (PANASIA),0,>5% and <=10%,6423411000,Shanghai Youki International Forwarding Company Limited,1011794000,Matsubishi Unyu Company Limited,6423411000,Shanghai Youki International Forwarding Company Limited,6423411000,Shanghai Youki International Forwarding Company Limited,OB,653.36,523.86,485.76,956.86,6423411,Shanghai Youki International Forwarding Company Limited,0,0,PAN-JPN,6065594000,Cosco Jiangsu International Freight Company Limited Taicang Branch,B.Japan,TAG,,KEY N,,0,GP_Group,,,Head Quarter,20170101,0,,514.59,TYO,GMT,"服装, 纺织品",SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQR,HQR,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5135821900,5135821900,,SHA47328431v1,,,2,956.86,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,40HQ,GC,PC0,Yang Xian (PANASIA),0,>10% and <=15%,6423411000,Shanghai Youki International Forwarding Company Limited,1060749000,"Japan Port Service Co.,Ltd.",6423411000,Shanghai Youki International Forwarding Company Limited,6423411000,Shanghai Youki International Forwarding Company Limited,OB,662.01,553.22,517.25,956.81,6423411,Shanghai Youki International Forwarding Company Limited,0,0,PAN-JPN,6065594000,Cosco Jiangsu International Freight Company Limited Taicang Branch,B.Japan,TAG,,KEY N,,0,GP_Group,,,Head Quarter,20170101,0,,550.4,TYO,CBS,箱包,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQR,HQR,B.TAO,TAO,CJ23R15158E,CJ23R15158E,CJ23R15158E,CJ23R15158E,CJ23R15158E,5136168150,5136168150,,HQR00659003v1,yuanhd,wuwj1,2,729.73,Qingdao,Shandong,China,Osaka,Osaka,Japan,Qingdao,Osaka,Qingdao,Osaka,40GP,GC,PD5,Wu Bin(PANASIA),0,>15%,6782206000,Toll Global Forwarding (Beijing) Limited Qindao Branch,6975255000,Toll Express  Japan Company Limited,6782206000,Toll Global Forwarding (Beijing) Limited Qindao Branch,6295798000,Toll Global Forwarding (Beijing)Limited Shanghai Branch,OB,450.65,303.88,269.18,729.73,6295798,Toll Global Forwarding (Beijing)Limited Shanghai Branch,0,0,PAN-JPN,6782206000,Toll Global Forwarding (Beijing) Limited Qindao Branch,B.Japan,TAO,,NVO,,0,GP_Group,Toll Global Forwarding (Hong Kong),Toll Global Forwarding (Hong Kong),Head Quarter,20170101,0,,289.79,TYO,IET,工业机械,
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQR,HQR,B.TAO,TAO,CJ23R15158E,CJ23R15158E,CJ23R15158E,CJ23R15158E,CJ23R15158E,5136180230,5136180230,,HQR00659003v1,yuanhd,wuwj1,8,2767.24,Qingdao,Shandong,China,Osaka,Osaka,Japan,Qingdao,Osaka,Qingdao,Osaka,40HQ,GC,PD5,Wu Bin(PANASIA),0,>15%,6782206000,Toll Global Forwarding (Beijing) Limited Qindao Branch,6975255000,Toll Express  Japan Company Limited,6782206000,Toll Global Forwarding (Beijing) Limited Qindao Branch,6295798000,Toll Global Forwarding (Beijing)Limited Shanghai Branch,OB,1649.48,1079.24,938.6,2767.24,6295798,Toll Global Forwarding (Beijing)Limited Shanghai Branch,0,0,PAN-JPN,6782206000,Toll Global Forwarding (Beijing) Limited Qindao Branch,B.Japan,TAO,,NVO,,0,GP_Group,Toll Global Forwarding (Hong Kong),Toll Global Forwarding (Hong Kong),Head Quarter,20170101,0,,1021.03,TYO,IET,工业机械,
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQS,HQS,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5107449230,5107449230,GAC16894,,,,2,954.4,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,20GP,GC,CI6,Li Yulin,1,<= -15%,6313645000,Nippon Express (Shanghai) Company Limited,7109544000,Nippon Express Company Limited,6313645000,Nippon Express (Shanghai) Company Limited,6880842000,Fast Retailing (CHINA) Trading Company Limited,OB,526.26,284.08,205.56,954.34,6880842,Fast Retailing (CHINA) Trading Company Limited,0,0,PAN-JPN,1082161000,Shanghai Jie Yang International Freight & Forwarding Company Limited,B.Japan,SHA,,BCO,Textile & Garment,0,GP_Group,Uniqlo,uniqlo,Globe Sales Division,20170101,0,Group A,254.42,TYO,GMT,"服装, 纺织品",SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQS,HQS,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5107449230,5107449230,GAC16894,,,,2,768.9,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,40HQ,GC,CI6,Li Yulin,1,>-10% and <=-5%,6313645000,Nippon Express (Shanghai) Company Limited,7109544000,Nippon Express Company Limited,6313645000,Nippon Express (Shanghai) Company Limited,6880842000,Fast Retailing (CHINA) Trading Company Limited,OB,480.98,372.18,336.22,768.85,6880842,Fast Retailing (CHINA) Trading Company Limited,0,0,PAN-JPN,1082161000,Shanghai Jie Yang International Freight & Forwarding Company Limited,B.Japan,SHA,,BCO,Textile & Garment,0,GP_Group,Uniqlo,uniqlo,Globe Sales Division,20170101,0,Group A,385.09,TYO,GMT,"服装, 纺织品",SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.HQS,HQS,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5123578330,5123578330,GAB17803,,,,2,1099.28,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,40GP,GC,CI4,Hu ChenWei(COSCON),1,>15%,7299915000,Sp Berner Industrial Limited,7570148000,Johnson Company Limited,6266212000,Shanghai Asian Development International Transportation Pudong Company,1103727000,Global Shippers Association,OB,790.54,661.04,622.93,1099.28,6110355,Global Shippers Association,0,0,PAN-JPN,6266212000,Shanghai Asian Development International Transportation Pudong Company,B.Japan,SHA,GKA,BCO,Building Materials & Electrical Equipment,0,GP_Group,Gsa-Others,Gsa-Others,Globe Sales Division,20170101,0,Group A,720.53,TYO,PPS,塑料制品,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.Japan,OSA,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5131303760,5131303760,GAB13814,,,,6,3244.09,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,40HQ,GC,R66,Yoshihiro Takamaru,0,>5% and <=10%,6476073000,Ait International Logistics (Shanghai) Company Limited Dalian Branch,1001008000,Ait Corporation,7069156000,Dalian Bhc Global Logistics Company Limited,6458927000,Ait International Logistics (Shanghai) Corporation Limited,OB,2351.92,2227.21,2136.25,3244.09,6458927,Ait International Logistics (Shanghai) Corporation Limited,0,0,PAN-JPN,7069156000,Dalian Bhc Global Logistics Company Limited,B.Japan,DLC,,KEY N,,1,GP_Group,,,Japan,20170101,0,Group A,2249.11,TYO,MRM,金属原材料（钢、铁、铜、铝等）,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.Japan,OSA,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5123573800,5123573800,GAB13814,,,,1,644.13,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,20GP,GC,R66,Yoshihiro Takamaru,0,>5% and <=10%,6458927000,Ait International Logistics (Shanghai) Corporation Limited,1001008000,Ait Corporation,6458927000,Ait International Logistics (Shanghai) Corporation Limited,6458927000,Ait International Logistics (Shanghai) Corporation Limited,OB,423.91,302.82,263.56,644.1,6458927,Ait International Logistics (Shanghai) Corporation Limited,0,0,PAN-JPN,6458927000,Ait International Logistics (Shanghai) Corporation Limited,B.Japan,SHA,,KEY N,,1,GP_Group,,,Japan,20170101,0,Group A,285.04,TYO,FLL,森林制品、木材、原木等,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.Japan,OSA,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5123600760,5123600760,GAB13814,,,,6,2578.76,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,40HQ,GC,R66,Yoshihiro Takamaru,0,>0% and <=5%,6458927000,Ait International Logistics (Shanghai) Corporation Limited,1001008000,Ait Corporation,6458927000,Ait International Logistics (Shanghai) Corporation Limited,6458927000,Ait International Logistics (Shanghai) Corporation Limited,OB,1704.98,1378.58,1270.67,2578.61,6458927,Ait International Logistics (Shanghai) Corporation Limited,0,0,PAN-JPN,6458927000,Ait International Logistics (Shanghai) Corporation Limited,B.Japan,SHA,,KEY N,,1,GP_Group,,,Japan,20170101,0,Group A,1370.12,TYO,FNP,家具、家具零部件,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.Japan,OSA,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5123602030,5123602030,GAB13814,,,,1,644.13,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,20GP,GC,R66,Yoshihiro Takamaru,0,>5% and <=10%,6458927000,Ait International Logistics (Shanghai) Corporation Limited,1001008000,Ait Corporation,6458927000,Ait International Logistics (Shanghai) Corporation Limited,6458927000,Ait International Logistics (Shanghai) Corporation Limited,OB,423.91,302.82,263.56,644.1,6458927,Ait International Logistics (Shanghai) Corporation Limited,0,0,PAN-JPN,6458927000,Ait International Logistics (Shanghai) Corporation Limited,B.Japan,SHA,,KEY N,,1,GP_Group,,,Japan,20170101,0,Group A,285.04,TYO,MRM,金属原材料（钢、铁、铜、铝等）,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.Japan,OSA,B.SHA,SHA,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,SKT7RE9179E,5123603720,5123603720,GAB13814,,,,1,644.13,Shanghai,Shanghai,China,Tokyo,Tokyo,Japan,Shanghai,Tokyo,Shanghai,Tokyo,20GP,GC,R66,Yoshihiro Takamaru,0,>5% and <=10%,6458927000,Ait International Logistics (Shanghai) Corporation Limited,1001008000,Ait Corporation,6458927000,Ait International Logistics (Shanghai) Corporation Limited,6458927000,Ait International Logistics (Shanghai) Corporation Limited,OB,423.91,302.82,263.56,644.1,6458927,Ait International Logistics (Shanghai) Corporation Limited,0,0,PAN-JPN,6458927000,Ait International Logistics (Shanghai) Corporation Limited,B.Japan,SHA,,KEY N,,1,GP_Group,,,Japan,20170101,0,Group A,285.04,TYO,MRM,金属原材料（钢、铁、铜、铝等）,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.Japan,TYO,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5122164450,5122164450,,TYO00017012v2,kitama,kitama,2,793.03,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,40HQ,GC,R32,Murayama Tetsutaro,0,<= -15%,1182928000,Dalian Iris Home Products Company Limited,1105446000,Ohyama Company Limited,6573779000,Dalian Pro Logistics Company Limited,1105446000,Ohyama Company Limited,OB,506.27,464.69,434.37,793.03,6057388,Ohyama Company Limited,0,0,PAN-JPN,1220528000,Cosfredl Development Zone Branch,B.Japan,DLC,,BCO,Farm Produce,1,GP_Group,,,Japan,20170101,0,,449.5,TYO,FLL,森林制品、木材、原木等,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.Japan,TYO,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5122164540,5122164541,,TYO00017012v2,kitama,kitama,2,853.03,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,40HQ,GC,R32,Murayama Tetsutaro,0,<= -15%,1182928000,Dalian Iris Home Products Company Limited,1105446000,Ohyama Company Limited,6573779000,Dalian Pro Logistics Company Limited,1105446000,Ohyama Company Limited,OB,564.06,522.48,492.16,853.03,6057388,Ohyama Company Limited,0,0,PAN-JPN,1220528000,Cosfredl Development Zone Branch,B.Japan,DLC,,BCO,Farm Produce,1,GP_Group,,,Japan,20170101,0,,496.91,TYO,GMT,"服装, 纺织品",SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.Japan,TYO,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5122164550,5122164550,,TYO00017012v2,kitama,kitama,2,793.03,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,40HQ,GC,R32,Murayama Tetsutaro,0,<= -15%,1182928000,Dalian Iris Home Products Company Limited,1105446000,Ohyama Company Limited,6573779000,Dalian Pro Logistics Company Limited,1105446000,Ohyama Company Limited,OB,506.27,464.69,434.37,793.03,6057388,Ohyama Company Limited,0,0,PAN-JPN,1220528000,Cosfredl Development Zone Branch,B.Japan,DLC,,BCO,Farm Produce,1,GP_Group,,,Japan,20170101,0,,449.5,TYO,FNP,家具、家具零部件,SLACK
201701,2017,1,20170101,20170104,20170101,JKT,CNJ,E,B.Japan,TYO,B.DLC,DLC,CJ2TN2096E,CJ2TN2096E,CJ2TN2096W,CJ2TN2096E,CJ2TN2096W,5131381640,5131381640,,TYO03513020v1,shiroer,kitama,2,1009.21,Dalian,Liaoning,China,Kobe,Hyogo,Japan,Dalian,Kobe,Dalian,Kobe,40HQ,GC,R32,Murayama Tetsutaro,0,>-5% and <=0%,1165468000,Dalian Chenfeng International Container Transportation Company Limited,6745022000,Sun Shipping Corporation,1165468000,Dalian Chenfeng International Container Transportation Company Limited,6745022000,Sun Shipping Corporation,OB,714.48,672.91,642.58,1009.21,6745022,Sun Shipping Corporation,0,0,PAN-JPN,1165468000,Dalian Chenfeng International Container Transportation Company Limited,B.Japan,DLC,,NVO,,1,GP_Group,,,Japan,20170101,0,,752.28,TYO,MRM,金属原材料（钢、铁、铜、铝等）,SLACK
